trip_id,arrival_time,departure_time,stop_id,stop_sequence
F_CPX_G_TRIP1,06:12:00,06:12:00,F_NS,5
F_CPX_G_TRIP1,06:15:00,06:15:00,F_N30,6
F_CPX_G_TRIP1,06:18:00,06:18:00,F_N24,7
F_CPX_G_TRIP1,06:21:00,06:21:00,F_N23,8
F_CPX_G_TRIP1,06:24:00,06:24:00,F_N22,9
F_CPX_G_TRIP1,06:27:00,06:27:00,F_N21,10
F_CPX_G_TRIP1,06:30:00,06:30:00,F_N18,11
F_CPX_G_TRIP1,06:33:00,06:33:00,F_N16,12
F_CPX_G_TRIP1,06:36:00,06:36:00,F_N15,13
F_CPX_G_TRIP1,06:39:00,06:39:00,F_N13,14
F_CPX_G_TRIP1,06:42:00,06:42:00,F_N12,15
F_CPX_G_TRIP1,06:45:00,06:45:00,F_N11,16
F_CPX_G_TRIP1,06:48:00,06:48:00,F_N10,17
F_CPX_G_TRIP1,06:51:00,06:51:00,F_N9,18
F_CPX_G_TRIP1,06:54:00,06:54:00,F_N8,19
F_CPX_G_TRIP1,06:57:00,06:57:00,F_N7,20
F_CPX_G_TRIP1,07:00:00,07:00:00,F_N6,21
F_CPX_G_TRIP1,07:03:00,07:03:00,F_N5,22
F_CPX_G_TRIP1,07:06:00,07:06:00,F_N3,23
F_CPX_G_TRIP1,07:09:00,07:09:00,F_ICON,24
F_CPX_G_TRIP1,07:12:00,07:12:00,F_CEN,25
F_CPX_G_TRIP2,07:00:00,07:00:00,F_CEN,1
F_CPX_G_TRIP2,07:03:00,07:03:00,F_ICON,2
F_CPX_G_TRIP2,07:06:00,07:06:00,F_N3,3
F_CPX_G_TRIP2,07:09:00,07:09:00,F_N5,4
F_CPX_G_TRIP2,07:12:00,07:12:00,F_N6,5
F_CPX_G_TRIP2,07:15:00,07:15:00,F_N7,6
F_CPX_G_TRIP2,07:18:00,07:18:00,F_N8,7
F_CPX_G_TRIP2,07:21:00,07:21:00,F_N9,8
F_CPX_G_TRIP2,07:24:00,07:24:00,F_N10,9
F_CPX_G_TRIP2,07:27:00,07:27:00,F_N11,10
F_CPX_G_TRIP2,07:30:00,07:30:00,F_N12,11
F_CPX_G_TRIP2,07:33:00,07:33:00,F_N13,12
F_CPX_G_TRIP2,07:36:00,07:36:00,F_N15,13
F_CPX_G_TRIP2,07:39:00,07:39:00,F_N16,14
F_CPX_G_TRIP2,07:42:00,07:42:00,F_N18,15
F_CPX_G_TRIP2,07:45:00,07:45:00,F_N21,16
F_CPX_G_TRIP2,07:48:00,07:48:00,F_N22,17
F_CPX_G_TRIP2,07:51:00,07:51:00,F_N23,18
F_CPX_G_TRIP2,07:54:00,07:54:00,F_N24,19
F_CPX_G_TRIP2,07:57:00,07:57:00,F_N30,20
F_CPX_G_TRIP2,08:00:00,08:00:00,F_NS,21
F_CPX_G_TRIP2,08:03:00,08:03:00,F_N31,22
F_CPX_G_TRIP2,08:06:00,08:06:00,F_N31_1,23
F_CPX_G_TRIP2,08:09:00,08:09:00,F_N32,24
F_CPX_G_TRIP2,08:12:00,08:12:00,F_N33,25
F_CPX_R_TRIP1,09:00:00,09:00:00,F_N30,1
F_CPX_R_TRIP1,09:03:00,09:03:00,F_N24,2
F_CPX_R_TRIP1,09:06:00,09:06:00,F_N22,3
F_CPX_R_TRIP1,09:09:00,09:09:00,F_N21,4
F_CPX_R_TRIP1,09:12:00,09:12:00,F_N15,5
F_CPX_R_TRIP1,09:15:00,09:15:00,F_N12,6
F_CPX_R_TRIP1,09:18:00,09:18:00,F_N10,7
F_CPX_R_TRIP1,09:21:00,09:21:00,F_N7,8
F_CPX_R_TRIP1,09:24:00,09:24:00,F_N5,9
F_CPX_R_TRIP1,09:27:00,09:27:00,F_ICON,10
F_CPX_R_TRIP1,09:30:00,09:30:00,F_CEN,11
F_CPX_R_TRIP2,10:00:00,10:00:00,F_CEN,1
F_CPX_R_TRIP2,10:03:00,10:03:00,F_ICON,2
F_CPX_R_TRIP2,10:06:00,10:06:00,F_N5,3
F_CPX_R_TRIP2,10:09:00,10:09:00,F_N7,4
F_CPX_R_TRIP2,10:12:00,10:12:00,F_N10,5
F_CPX_R_TRIP2,10:15:00,10:15:00,F_N12,6
F_CPX_R_TRIP2,10:18:00,10:18:00,F_N15,7
F_CPX_R_TRIP2,10:21:00,10:21:00,F_N21,8
F_CPX_R_TRIP2,10:24:00,10:24:00,F_N22,9
F_CPX_R_TRIP2,10:27:00,10:27:00,F_N24,10
F_CPX_R_TRIP2,10:30:00,10:30:00,F_N30,11
F_CPX_YM_TRIP1,09:10:00,09:10:00,F_N30,1
F_CPX_YM_TRIP1,09:13:00,09:13:00,F_N29,2
F_CPX_YM_TRIP1,09:16:00,09:16:00,F_N28,3
F_CPX_YM_TRIP1,09:19:00,09:19:00,F_N27,4
F_CPX_YM_TRIP1,09:22:00,09:22:00,F_N24,5
F_CPX_YM_TRIP1,09:25:00,09:25:00,F_N23,6
F_CPX_YM_TRIP1,09:28:00,09:28:00,F_N22,7
F_CPX_YM_TRIP1,09:31:00,09:31:00,F_N21,8
F_CPX_YM_TRIP1,09:34:00,09:34:00,F_N18,9
F_CPX_YM_TRIP1,09:37:00,09:37:00,F_N15,10
F_CPX_YM_TRIP1,09:40:00,09:40:00,F_N13,11
F_CPX_YM_TRIP1,09:43:00,09:43:00,F_N12,12
F_CPX_YM_TRIP1,09:46:00,09:46:00,F_N11,13
F_CPX_YM_TRIP1,09:49:00,09:49:00,F_N10,14
F_CPX_YM_TRIP1,09:52:00,09:52:00,F_N9,15
F_CPX_YM_TRIP1,09:55:00,09:55:00,F_N8,16
F_CPX_YM_TRIP1,09:58:00,09:58:00,F_N7,17
F_CPX_YM_TRIP1,10:01:00,10:01:00,F_N6,18
F_CPX_YM_TRIP1,10:04:00,10:04:00,F_N5,19
F_CPX_YM_TRIP1,10:07:00,10:07:00,F_N4,20
F_CPX_YM_TRIP1,10:10:00,10:10:00,F_N3,21
F_CPX_YM_TRIP1,10:13:00,10:13:00,F_ICON,22
F_CPX_YM_TRIP1,10:16:00,10:16:00,F_CEN,23
F_CPX_YM_TRIP1,10:19:00,10:19:00,F_S3,24
F_CPX_YM_TRIP2,09:10:00,09:10:00,F_S3,1
F_CPX_YM_TRIP2,09:13:00,09:13:00,F_CEN,2
F_CPX_YM_TRIP2,09:16:00,09:16:00,F_ICON,3
F_CPX_YM_TRIP2,09:19:00,09:19:00,F_N3,4
F_CPX_YM_TRIP2,09:22:00,09:22:00,F_N4,5
F_CPX_YM_TRIP2,09:25:00,09:25:00,F_N5,6
F_CPX_YM_TRIP2,09:28:00,09:28:00,F_N6,7
F_CPX_YM_TRIP2,09:31:00,09:31:00,F_N7,8
F_CPX_YM_TRIP2,09:34:00,09:34:00,F_N8,9
F_CPX_YM_TRIP2,09:37:00,09:37:00,F_N9,10
F_CPX_YM_TRIP2,09:40:00,09:40:00,F_N10,11
F_CPX_YM_TRIP2,09:43:00,09:43:00,F_N11,12
F_CPX_YM_TRIP2,09:46:00,09:46:00,F_N12,13
F_CPX_YM_TRIP2,09:49:00,09:49:00,F_N13,14
F_CPX_YM_TRIP2,09:52:00,09:52:00,F_N15,15
F_CPX_YM_TRIP2,09:55:00,09:55:00,F_N18,16
F_CPX_YM_TRIP2,09:58:00,09:58:00,F_N21,17
F_CPX_YM_TRIP2,10:01:00,10:01:00,F_N22,18
F_CPX_YM_TRIP2,10:04:00,10:04:00,F_N23,19
F_CPX_YM_TRIP2,10:07:00,10:07:00,F_N24,20
F_CPX_YM_TRIP2,10:10:00,10:10:00,F_N27,21
F_CPX_YM_TRIP2,10:13:00,10:13:00,F_N28,22
F_CPX_YM_TRIP2,10:16:00,10:16:00,F_N29,23
F_CPX_YM_TRIP2,10:19:00,10:19:00,F_N30,24
F_CPX_YM_TRIP1_SAT,09:10:00,09:10:00,F_N30,1
F_CPX_YM_TRIP1_SUN,09:10:00,09:10:00,F_N30,1
F_CPX_YM_TRIP1_SAT,09:13:00,09:13:00,F_N29,2
F_CPX_YM_TRIP1_SUN,09:13:00,09:13:00,F_N29,2
F_CPX_YM_TRIP1_SAT,09:16:00,09:16:00,F_N28,3
F_CPX_YM_TRIP1_SUN,09:16:00,09:16:00,F_N28,3
F_CPX_YM_TRIP1_SAT,09:19:00,09:19:00,F_N27,4
F_CPX_YM_TRIP1_SUN,09:19:00,09:19:00,F_N27,4
F_CPX_YM_TRIP1_SAT,09:22:00,09:22:00,F_N24,5
F_CPX_YM_TRIP1_SUN,09:22:00,09:22:00,F_N24,5
F_CPX_YM_TRIP1_SAT,09:25:00,09:25:00,F_N23,6
F_CPX_YM_TRIP1_SUN,09:25:00,09:25:00,F_N23,6
F_CPX_YM_TRIP1_SAT,09:28:00,09:28:00,F_N22,7
F_CPX_YM_TRIP1_SUN,09:28:00,09:28:00,F_N22,7
F_CPX_YM_TRIP1_SAT,09:31:00,09:31:00,F_N21,8
F_CPX_YM_TRIP1_SUN,09:31:00,09:31:00,F_N21,8
F_CPX_YM_TRIP1_SAT,09:34:00,09:34:00,F_N18,9
F_CPX_YM_TRIP1_SUN,09:34:00,09:34:00,F_N18,9
F_CPX_YM_TRIP1_SAT,09:37:00,09:37:00,F_N15,10
F_CPX_YM_TRIP1_SUN,09:37:00,09:37:00,F_N15,10
F_CPX_YM_TRIP1_SAT,09:40:00,09:40:00,F_N13,11
F_CPX_YM_TRIP1_SUN,09:40:00,09:40:00,F_N13,11
F_CPX_YM_TRIP1_SAT,09:43:00,09:43:00,F_N12,12
F_CPX_YM_TRIP1_SUN,09:43:00,09:43:00,F_N12,12
F_CPX_YM_TRIP1_SAT,09:46:00,09:46:00,F_N11,13
F_CPX_YM_TRIP1_SUN,09:46:00,09:46:00,F_N11,13
F_CPX_YM_TRIP1_SAT,09:49:00,09:49:00,F_N10,14
F_CPX_YM_TRIP1_SUN,09:49:00,09:49:00,F_N10,14
F_CPX_YM_TRIP1_SAT,09:52:00,09:52:00,F_N9,15
F_CPX_YM_TRIP1_SUN,09:52:00,09:52:00,F_N9,15
F_CPX_YM_TRIP1_SAT,09:55:00,09:55:00,F_N8,16
F_CPX_YM_TRIP1_SUN,09:55:00,09:55:00,F_N8,16
F_CPX_YM_TRIP1_SAT,09:58:00,09:58:00,F_N7,17
F_CPX_YM_TRIP1_SUN,09:58:00,09:58:00,F_N7,17
F_CPX_YM_TRIP1_SAT,10:01:00,10:01:00,F_N6,18
F_CPX_YM_TRIP1_SUN,10:01:00,10:01:00,F_N6,18
F_CPX_YM_TRIP1_SAT,10:04:00,10:04:00,F_N5,19
F_CPX_YM_TRIP1_SUN,10:04:00,10:04:00,F_N5,19
F_CPX_YM_TRIP1_SAT,10:07:00,10:07:00,F_N4,20
F_CPX_YM_TRIP1_SUN,10:07:00,10:07:00,F_N4,20
F_CPX_YM_TRIP1_SAT,10:10:00,10:10:00,F_N3,21
F_CPX_YM_TRIP1_SUN,10:10:00,10:10:00,F_N3,21
F_CPX_YM_TRIP1_SAT,10:13:00,10:13:00,F_ICON,22
F_CPX_YM_TRIP1_SUN,10:13:00,10:13:00,F_ICON,22
F_CPX_YM_TRIP1_SAT,10:16:00,10:16:00,F_CEN,23
F_CPX_YM_TRIP1_SUN,10:16:00,10:16:00,F_CEN,23
F_CPX_YM_TRIP1_SAT,10:19:00,10:19:00,F_S3,24
F_CPX_YM_TRIP1_SUN,10:19:00,10:19:00,F_S3,24
F_CPX_YM_TRIP2_SAT,09:10:00,09:10:00,F_S3,1
F_CPX_YM_TRIP2_SUN,09:10:00,09:10:00,F_S3,1
F_CPX_YM_TRIP2_SAT,09:13:00,09:13:00,F_CEN,2
F_CPX_YM_TRIP2_SUN,09:13:00,09:13:00,F_CEN,2
F_CPX_YM_TRIP2_SAT,09:16:00,09:16:00,F_ICON,3
F_CPX_YM_TRIP2_SUN,09:16:00,09:16:00,F_ICON,3
F_CPX_YM_TRIP2_SAT,09:19:00,09:19:00,F_N3,4
F_CPX_YM_TRIP2_SUN,09:19:00,09:19:00,F_N3,4
F_CPX_YM_TRIP2_SAT,09:22:00,09:22:00,F_N4,5
F_CPX_YM_TRIP2_SUN,09:22:00,09:22:00,F_N4,5
F_CPX_YM_TRIP2_SAT,09:25:00,09:25:00,F_N5,6
F_CPX_YM_TRIP2_SUN,09:25:00,09:25:00,F_N5,6
F_CPX_YM_TRIP2_SAT,09:28:00,09:28:00,F_N6,7
F_CPX_YM_TRIP2_SUN,09:28:00,09:28:00,F_N6,7
F_CPX_YM_TRIP2_SAT,09:31:00,09:31:00,F_N7,8
F_CPX_YM_TRIP2_SUN,09:31:00,09:31:00,F_N7,8
F_CPX_YM_TRIP2_SAT,09:34:00,09:34:00,F_N8,9
F_CPX_YM_TRIP2_SUN,09:34:00,09:34:00,F_N8,9
F_CPX_YM_TRIP2_SAT,09:37:00,09:37:00,F_N9,10
F_CPX_YM_TRIP2_SUN,09:37:00,09:37:00,F_N9,10
F_CPX_YM_TRIP2_SAT,09:40:00,09:40:00,F_N10,11
F_CPX_YM_TRIP2_SUN,09:40:00,09:40:00,F_N10,11
F_CPX_YM_TRIP2_SAT,09:43:00,09:43:00,F_N11,12
F_CPX_YM_TRIP2_SUN,09:43:00,09:43:00,F_N11,12
F_CPX_YM_TRIP2_SAT,09:46:00,09:46:00,F_N12,13
F_CPX_YM_TRIP2_SUN,09:46:00,09:46:00,F_N12,13
F_CPX_YM_TRIP2_SAT,09:49:00,09:49:00,F_N13,14
F_CPX_YM_TRIP2_SUN,09:49:00,09:49:00,F_N13,14
F_CPX_YM_TRIP2_SAT,09:52:00,09:52:00,F_N15,15
F_CPX_YM_TRIP2_SUN,09:52:00,09:52:00,F_N15,15
F_CPX_YM_TRIP2_SAT,09:55:00,09:55:00,F_N18,16
F_CPX_YM_TRIP2_SUN,09:55:00,09:55:00,F_N18,16
F_CPX_YM_TRIP2_SAT,09:58:00,09:58:00,F_N21,17
F_CPX_YM_TRIP2_SUN,09:58:00,09:58:00,F_N21,17
F_CPX_YM_TRIP2_SAT,10:01:00,10:01:00,F_N22,18
F_CPX_YM_TRIP2_SUN,10:01:00,10:01:00,F_N22,18
F_CPX_YM_TRIP2_SAT,10:04:00,10:04:00,F_N23,19
F_CPX_YM_TRIP2_SUN,10:04:00,10:04:00,F_N23,19
F_CPX_YM_TRIP2_SAT,10:07:00,10:07:00,F_N24,20
F_CPX_YM_TRIP2_SUN,10:07:00,10:07:00,F_N24,20
F_CPX_YM_TRIP2_SAT,10:10:00,10:10:00,F_N27,21
F_CPX_YM_TRIP2_SUN,10:10:00,10:10:00,F_N27,21
F_CPX_YM_TRIP2_SAT,10:13:00,10:13:00,F_N28,22
F_CPX_YM_TRIP2_SUN,10:13:00,10:13:00,F_N28,22
F_CPX_YM_TRIP2_SAT,10:16:00,10:16:00,F_N29,23
F_CPX_YM_TRIP2_SUN,10:16:00,10:16:00,F_N29,23
F_CPX_YM_TRIP2_SAT,10:19:00,10:19:00,F_N30,24
F_CPX_YM_TRIP2_SUN,10:19:00,10:19:00,F_N30,24
F_CPX_B_TRIP1,00:00:00,00:00:00,F_CEN,1
F_CPX_B_TRIP1,00:04:00,00:04:00,F_ICON,2
F_CPX_B_TRIP1,00:12:00,00:12:00,F_N5,3
F_CPX_B_TRIP1,00:17:00,00:17:00,F_N7,4
F_CPX_B_TRIP1,00:20:00,00:20:00,F_ARUN,5
F_CPX_B_TRIP1,00:23:00,00:23:00,F_N9,6
F_CPX_B_TRIP1,00:24:00,00:24:00,F_MHJ,7
F_CPX_B_TRIP1,00:25:00,00:25:00,F_N10,8
F_CPX_B_TRIP1,00:30:00,00:30:00,F_N13,9
F_CPX_B_TRIP1_SAT,00:00:00,00:00:00,F_CEN,1
F_CPX_B_TRIP1_SAT,00:04:00,00:04:00,F_ICON,2
F_CPX_B_TRIP1_SAT,00:12:00,00:12:00,F_N5,3
F_CPX_B_TRIP1_SAT,00:17:00,00:17:00,F_N7,4
F_CPX_B_TRIP1_SAT,00:20:00,00:20:00,F_ARUN,5
F_CPX_B_TRIP1_SAT,00:23:00,00:23:00,F_N9,6
F_CPX_B_TRIP1_SAT,00:24:00,00:24:00,F_MHJ,7
F_CPX_B_TRIP1_SAT,00:25:00,00:25:00,F_N10,8
F_CPX_B_TRIP1_SAT,00:30:00,00:30:00,F_N13,9
F_CPX_B_TRIP1_SUN,00:00:00,00:00:00,F_CEN,1
F_CPX_B_TRIP1_SUN,00:04:00,00:04:00,F_ICON,2
F_CPX_B_TRIP1_SUN,00:12:00,00:12:00,F_N5,3
F_CPX_B_TRIP1_SUN,00:17:00,00:17:00,F_N7,4
F_CPX_B_TRIP1_SUN,00:20:00,00:20:00,F_ARUN,5
F_CPX_B_TRIP1_SUN,00:23:00,00:23:00,F_N9,6
F_CPX_B_TRIP1_SUN,00:24:00,00:24:00,F_MHJ,7
F_CPX_B_TRIP1_SUN,00:25:00,00:25:00,F_N10,8
F_CPX_B_TRIP1_SUN,00:30:00,00:30:00,F_N13,9
F_CPX_B_TRIP2,00:00:00,00:00:00,F_N13,1
F_CPX_B_TRIP2,00:04:00,00:04:00,F_N10,2
F_CPX_B_TRIP2,00:06:00,00:06:00,F_MHJ,3
F_CPX_B_TRIP2,00:07:00,00:07:00,F_N9,4
F_CPX_B_TRIP2,00:10:00,00:10:00,F_ARUN,5
F_CPX_B_TRIP2,00:13:00,00:13:00,F_N7,6
F_CPX_B_TRIP2,00:18:00,00:18:00,F_N5,7
F_CPX_B_TRIP2,00:26:00,00:26:00,F_ICON,8
F_CPX_B_TRIP2,00:30:00,00:30:00,F_CEN,9
F_CPX_B_TRIP2_SAT,00:00:00,00:00:00,F_N13,1
F_CPX_B_TRIP2_SAT,00:04:00,00:04:00,F_N10,2
F_CPX_B_TRIP2_SAT,00:06:00,00:06:00,F_MHJ,3
F_CPX_B_TRIP2_SAT,00:07:00,00:07:00,F_N9,4
F_CPX_B_TRIP2_SAT,00:10:00,00:10:00,F_ARUN,5
F_CPX_B_TRIP2_SAT,00:13:00,00:13:00,F_N7,6
F_CPX_B_TRIP2_SAT,00:18:00,00:18:00,F_N5,7
F_CPX_B_TRIP2_SAT,00:26:00,00:26:00,F_ICON,8
F_CPX_B_TRIP2_SAT,00:30:00,00:30:00,F_CEN,9
F_CPX_B_TRIP2_SUN,00:00:00,00:00:00,F_N13,1
F_CPX_B_TRIP2_SUN,00:04:00,00:04:00,F_N10,2
F_CPX_B_TRIP2_SUN,00:06:00,00:06:00,F_MHJ,3
F_CPX_B_TRIP2_SUN,00:07:00,00:07:00,F_N9,4
F_CPX_B_TRIP2_SUN,00:10:00,00:10:00,F_ARUN,5
F_CPX_B_TRIP2_SUN,00:13:00,00:13:00,F_N7,6
F_CPX_B_TRIP2_SUN,00:18:00,00:18:00,F_N5,7
F_CPX_B_TRIP2_SUN,00:26:00,00:26:00,F_ICON,8
F_CPX_B_TRIP2_SUN,00:30:00,00:30:00,F_CEN,9
F_CPX_B_TRIP3,00:00:00,00:00:00,F_N13,1
F_CPX_B_TRIP3,00:04:00,00:04:00,F_N10,2
F_CPX_B_TRIP3,00:06:00,00:06:00,F_MHJ,3
F_CPX_B_TRIP3,00:07:00,00:07:00,F_N9,4
F_CPX_B_TRIP3,00:10:00,00:10:00,F_ARUN,5
F_CPX_B_TRIP3,00:13:00,00:13:00,F_N7,6
F_CPX_B_TRIP3,00:18:00,00:18:00,F_N5,7
F_CPX_B_TRIP3,00:26:00,00:26:00,F_ICON,8
F_CPX_B_TRIP3,00:30:00,00:30:00,F_CEN,9
F_CPX_B_TRIP3,00:40:00,00:40:00,F_S2,10
F_CPX_B_TRIP3_SAT,00:00:00,00:00:00,F_N13,1
F_CPX_B_TRIP3_SAT,00:04:00,00:04:00,F_N10,2
F_CPX_B_TRIP3_SAT,00:06:00,00:06:00,F_MHJ,3
F_CPX_B_TRIP3_SAT,00:07:00,00:07:00,F_N9,4
F_CPX_B_TRIP3_SAT,00:10:00,00:10:00,F_ARUN,5
F_CPX_B_TRIP3_SAT,00:13:00,00:13:00,F_N7,6
F_CPX_B_TRIP3_SAT,00:18:00,00:18:00,F_N5,7
F_CPX_B_TRIP3_SAT,00:26:00,00:26:00,F_ICON,8
F_CPX_B_TRIP3_SAT,00:30:00,00:30:00,F_CEN,9
F_CPX_B_TRIP3_SAT,00:40:00,00:40:00,F_S2,10
F_CPX_B_TRIP3_SUN,00:00:00,00:00:00,F_N13,1
F_CPX_B_TRIP3_SUN,00:04:00,00:04:00,F_N10,2
F_CPX_B_TRIP3_SUN,00:06:00,00:06:00,F_MHJ,3
F_CPX_B_TRIP3_SUN,00:07:00,00:07:00,F_N9,4
F_CPX_B_TRIP3_SUN,00:10:00,00:10:00,F_ARUN,5
F_CPX_B_TRIP3_SUN,00:13:00,00:13:00,F_N7,6
F_CPX_B_TRIP3_SUN,00:18:00,00:18:00,F_N5,7
F_CPX_B_TRIP3_SUN,00:26:00,00:26:00,F_ICON,8
F_CPX_B_TRIP3_SUN,00:30:00,00:30:00,F_CEN,9
F_CPX_B_TRIP3_SUN,00:40:00,00:40:00,F_S2,10
