trip_id,arrival_time,departure_time,stop_id,stop_sequence
PK_PK01_PK30,11:26:00,11:26:00,PK14,14
PK_PK01_PK30,11:28:00,11:28:00,PK15,15
PK_PK01_PK30,11:30:00,11:30:00,PK16,16
PK_PK01_PK30,11:32:00,11:32:00,PK17,17
PK_PK01_PK30,11:34:00,11:34:00,PK18,18
PK_PK01_PK30,11:36:00,11:36:00,PK19,19
PK_PK01_PK30,11:38:00,11:38:00,PK20,20
PK_PK01_PK30,11:40:00,11:40:00,PK21,21
PK_PK01_PK30,11:42:00,11:42:00,PK22,22
PK_PK01_PK30,11:44:00,11:44:00,PK23,23
PK_PK01_PK30,11:46:00,11:46:00,PK24,24
PK_PK01_PK30,11:48:00,11:48:00,PK25,25
PK_PK01_PK30,11:50:00,11:50:00,PK26,26
PK_PK01_PK30,11:52:00,11:52:00,PK27,27
PK_PK01_PK30,11:54:00,11:54:00,PK28,28
PK_PK01_PK30,11:56:00,11:56:00,PK29,29
PK_PK01_PK30,11:58:00,11:58:00,PK30,30
MT_PK10_MT02,06:00:00,06:00:00,PK10,1
MT_PK10_MT02,06:02:00,06:02:00,MT01,2
MT_PK10_MT02,06:04:00,06:04:00,MT02,3
YL_YL01_YL23,12:00:00,12:00:00,YL01,1
YL_YL01_YL23,12:02:00,12:02:00,YL02,2
YL_YL01_YL23,12:04:00,12:04:00,YL03,3
YL_YL01_YL23,12:06:00,12:06:00,YL04,4
YL_YL01_YL23,12:08:00,12:08:00,YL05,5
YL_YL01_YL23,12:10:00,12:10:00,YL06,6
YL_YL01_YL23,12:12:00,12:12:00,YL07,7
YL_YL01_YL23,12:14:00,12:14:00,YL08,8
YL_YL01_YL23,12:16:00,12:16:00,YL09,9
YL_YL01_YL23,12:18:00,12:18:00,YL10,10
YL_YL01_YL23,12:20:00,12:20:00,YL11,11
YL_YL01_YL23,12:22:00,12:22:00,YL12,12
YL_YL01_YL23,12:24:00,12:24:00,YL13,13
YL_YL01_YL23,12:26:00,12:26:00,YL14,14
YL_YL01_YL23,12:28:00,12:28:00,YL15,15
YL_YL01_YL23,12:30:00,12:30:00,YL16,16
YL_YL01_YL23,12:32:00,12:32:00,YL17,17
YL_YL01_YL23,12:34:00,12:34:00,YL18,18
YL_YL01_YL23,12:36:00,12:36:00,YL19,19
YL_YL01_YL23,12:38:00,12:38:00,YL20,20
YL_YL01_YL23,12:40:00,12:40:00,YL21,21
YL_YL01_YL23,12:42:00,12:42:00,YL22,22
YL_YL01_YL23,12:44:00,12:44:00,YL23,23
AIR_A1_A8,06:00:00,06:00:00,A1,1
AIR_A1_A8,06:10:00,06:10:00,A2,2
AIR_A1_A8,06:20:00,06:20:00,A3,3
AIR_A1_A8,06:30:00,06:30:00,A4,4
AIR_A1_A8,06:40:00,06:40:00,A5,5
AIR_A1_A8,06:50:00,06:50:00,A6,6
AIR_A1_A8,07:00:00,07:00:00,A7,7
AIR_A1_A8,07:10:00,07:10:00,A8,8
SUKHUMVIT_E23_N24,06:00:00,06:00:00,E23,1
SUKHUMVIT_E23_N24,06:02:00,06:02:00,E22,2
SUKHUMVIT_E23_N24,06:04:00,06:04:00,E21,3
SUKHUMVIT_E23_N24,06:06:00,06:06:00,E20,4
SUKHUMVIT_E23_N24,06:08:00,06:08:00,E19,5
SUKHUMVIT_E23_N24,06:10:00,06:10:00,E18,6
SUKHUMVIT_E23_N24,06:12:00,06:12:00,E17,7
SUKHUMVIT_E23_N24,06:14:00,06:14:00,E16,8
SUKHUMVIT_E23_N24,06:16:00,06:16:00,E15,9
SUKHUMVIT_E23_N24,06:18:00,06:18:00,E14,10
SUKHUMVIT_E23_N24,06:20:00,06:20:00,E13,11
SUKHUMVIT_E23_N24,06:22:00,06:22:00,E12,12
SUKHUMVIT_E23_N24,06:24:00,06:24:00,E11,13
SUKHUMVIT_E23_N24,06:26:00,06:26:00,E10,14
SUKHUMVIT_E23_N24,06:28:00,06:28:00,E9,15
SUKHUMVIT_E23_N24,06:30:00,06:30:00,E8,16
SUKHUMVIT_E23_N24,06:32:00,06:32:00,E7,17
SUKHUMVIT_E23_N24,06:34:00,06:34:00,E6,18
SUKHUMVIT_E23_N24,06:36:00,06:36:00,E5,19
SUKHUMVIT_E23_N24,06:38:00,06:38:00,E4,20
SUKHUMVIT_E23_N24,06:40:00,06:40:00,E3,21
SUKHUMVIT_E23_N24,06:42:00,06:42:00,E2,22
SUKHUMVIT_E23_N24,06:44:00,06:44:00,E1,23
SUKHUMVIT_E23_N24,06:46:00,06:46:00,CEN,24
SUKHUMVIT_E23_N24,06:48:00,06:48:00,N1,25
SUKHUMVIT_E23_N24,06:50:00,06:50:00,N2,26
SUKHUMVIT_E23_N24,06:52:00,06:52:00,N3,27
SUKHUMVIT_E23_N24,06:54:00,06:54:00,N4,28
SUKHUMVIT_E23_N24,06:56:00,06:56:00,N5,29
SUKHUMVIT_E23_N24,07:00:00,07:00:00,N7,30
SUKHUMVIT_E23_N24,07:02:00,07:02:00,N8,31
SUKHUMVIT_E23_N24,07:04:00,07:04:00,N9,32
SUKHUMVIT_E23_N24,07:06:00,07:06:00,N10,33
SUKHUMVIT_E23_N24,07:08:00,07:08:00,N11,34
SUKHUMVIT_E23_N24,07:10:00,07:10:00,N12,35
SUKHUMVIT_E23_N24,07:12:00,07:12:00,N13,36
SUKHUMVIT_E23_N24,07:14:00,07:14:00,N14,37
SUKHUMVIT_E23_N24,07:16:00,07:16:00,N15,38
SUKHUMVIT_E23_N24,07:18:00,07:18:00,N16,39
SUKHUMVIT_E23_N24,07:20:00,07:20:00,N17,40
SUKHUMVIT_E23_N24,07:22:00,07:22:00,N18,41
SUKHUMVIT_E23_N24,07:24:00,07:24:00,N19,42
SUKHUMVIT_E23_N24,07:26:00,07:26:00,N20,43
SUKHUMVIT_E23_N24,07:28:00,07:28:00,N21,44
SUKHUMVIT_E23_N24,07:28:00,07:28:00,N22,45
SUKHUMVIT_E23_N24,07:28:00,07:28:00,N23,46
SUKHUMVIT_E23_N24,07:28:00,07:28:00,N24,47
SILOM_S12_W1,06:00:00,06:00:00,S12,1
SILOM_S12_W1,06:02:00,06:02:00,S11,2
SILOM_S12_W1,06:04:00,06:04:00,S10,3
SILOM_S12_W1,06:06:00,06:06:00,S9,4
SILOM_S12_W1,06:08:00,06:08:00,S8,5
SILOM_S12_W1,06:10:00,06:10:00,S7,6
SILOM_S12_W1,06:12:00,06:12:00,S6,7
SILOM_S12_W1,06:14:00,06:14:00,S5,8
SILOM_S12_W1,06:16:00,06:16:00,S4,9
SILOM_S12_W1,06:18:00,06:18:00,S3,10
SILOM_S12_W1,06:20:00,06:20:00,S2,11
SILOM_S12_W1,06:22:00,06:22:00,S1,12
SILOM_S12_W1,06:24:00,06:24:00,CEN,13
SILOM_S12_W1,06:26:00,06:26:00,W1,14
BL_BL38_BL01,09:00:00,09:00:00,BL38,1
BL_BL38_BL01,09:02:00,09:02:00,BL37,2
BL_BL38_BL01,09:04:00,09:04:00,BL36,3
BL_BL38_BL01,09:06:00,09:06:00,BL35,4
BL_BL38_BL01,09:08:00,09:08:00,BL34,5
BL_BL38_BL01,09:10:00,09:10:00,BL33,6
BL_BL38_BL01,09:12:00,09:12:00,BL01,7
BL_BL38_BL01,09:14:00,09:14:00,BL32,8
BL_BL38_BL01,09:16:00,09:16:00,BL31,9
BL_BL38_BL01,09:18:00,09:18:00,BL30,10
BL_BL38_BL01,09:20:00,09:20:00,BL29,11
BL_BL38_BL01,09:22:00,09:22:00,BL28,12
BL_BL38_BL01,09:24:00,09:24:00,BL27,13
BL_BL38_BL01,09:26:00,09:26:00,BL26,14
BL_BL38_BL01,09:28:00,09:28:00,BL25,15
BL_BL38_BL01,09:30:00,09:30:00,BL24,16
BL_BL38_BL01,09:32:00,09:32:00,BL23,17
BL_BL38_BL01,09:34:00,09:34:00,BL22,18
BL_BL38_BL01,09:36:00,09:36:00,BL21,19
BL_BL38_BL01,09:38:00,09:38:00,BL20,20
BL_BL38_BL01,09:40:00,09:40:00,BL19,21
BL_BL38_BL01,09:42:00,09:42:00,BL18,22
BL_BL38_BL01,09:44:00,09:44:00,BL17,23
BL_BL38_BL01,09:46:00,09:46:00,BL16,24
BL_BL38_BL01,09:48:00,09:48:00,BL15,25
BL_BL38_BL01,09:50:00,09:50:00,BL14,26
BL_BL38_BL01,09:52:00,09:52:00,BL13,27
BL_BL38_BL01,09:54:00,09:54:00,BL12,28
BL_BL38_BL01,09:36:00,09:36:00,BL11,29
BL_BL38_BL01,09:38:00,09:38:00,BL10,30
BL_BL38_BL01,09:40:00,09:40:00,BL09,31
BL_BL38_BL01,09:42:00,09:42:00,BL08,32
BL_BL38_BL01,09:44:00,09:44:00,BL07,33
BL_BL38_BL01,09:46:00,09:46:00,BL06,34
BL_BL38_BL01,09:48:00,09:48:00,BL05,35
BL_BL38_BL01,09:50:00,09:50:00,BL04,36
BL_BL38_BL01,09:52:00,09:52:00,BL03,37
BL_BL38_BL01,09:54:00,09:54:00,BL02,38
BL_BL38_BL01,09:56:00,09:56:00,BL01,39
GOLD_G3_G1,08:00:00,08:00:00,G3,1
GOLD_G3_G1,08:02:00,08:02:00,G2,2
GOLD_G3_G1,08:04:00,08:04:00,G1,3
PP_PP16_PP01,10:00:00,10:00:00,PP16,1
PP_PP16_PP01,10:02:00,10:02:00,PP15,2
PP_PP16_PP01,10:04:00,10:04:00,PP14,3
PP_PP16_PP01,10:06:00,10:06:00,PP13,4
PP_PP16_PP01,10:08:00,10:08:00,PP12,5
PP_PP16_PP01,10:10:00,10:10:00,PP11,6
PP_PP16_PP01,10:12:00,10:12:00,PP10,7
PP_PP16_PP01,10:14:00,10:14:00,PP09,8
PP_PP16_PP01,10:16:00,10:16:00,PP08,9
PP_PP16_PP01,10:18:00,10:18:00,PP07,10
PP_PP16_PP01,10:20:00,10:20:00,PP06,11
PP_PP16_PP01,10:22:00,10:22:00,PP05,12
PP_PP16_PP01,10:24:00,10:24:00,PP04,13
PP_PP16_PP01,10:26:00,10:26:00,PP03,14
PP_PP16_PP01,10:28:00,10:28:00,PP02,15
PP_PP16_PP01,10:30:00,10:30:00,PP01,16
PK_PK30_PK01,11:00:00,11:00:00,PK30,1
PK_PK30_PK01,11:02:00,11:02:00,PK29,2
PK_PK30_PK01,11:04:00,11:04:00,PK28,3
PK_PK30_PK01,11:06:00,11:06:00,PK27,4
PK_PK30_PK01,11:08:00,11:08:00,PK26,5
PK_PK30_PK01,11:10:00,11:10:00,PK25,6
PK_PK30_PK01,11:12:00,11:12:00,PK24,7
PK_PK30_PK01,11:14:00,11:14:00,PK23,8
PK_PK30_PK01,11:16:00,11:16:00,PK22,9
PK_PK30_PK01,11:18:00,11:18:00,PK21,10
PK_PK30_PK01,11:20:00,11:20:00,PK20,11
PK_PK30_PK01,11:22:00,11:22:00,PK19,12
PK_PK30_PK01,11:24:00,11:24:00,PK18,13
PK_PK30_PK01,11:26:00,11:26:00,PK17,14
PK_PK30_PK01,11:28:00,11:28:00,PK16,15
PK_PK30_PK01,11:30:00,11:30:00,PK15,16
PK_PK30_PK01,11:32:00,11:32:00,PK14,17
PK_PK30_PK01,11:34:00,11:34:00,PK13,18
PK_PK30_PK01,11:36:00,11:36:00,PK12,19
PK_PK30_PK01,11:38:00,11:38:00,PK11,20
PK_PK30_PK01,11:40:00,11:40:00,PK10,21
PK_PK30_PK01,11:42:00,11:42:00,PK09,22
PK_PK30_PK01,11:44:00,11:44:00,PK08,23
PK_PK30_PK01,11:46:00,11:46:00,PK07,24
PK_PK30_PK01,11:48:00,11:48:00,PK06,25
PK_PK30_PK01,11:50:00,11:50:00,PK05,26
PK_PK30_PK01,11:52:00,11:52:00,PK04,27
PK_PK30_PK01,11:54:00,11:54:00,PK03,28
PK_PK30_PK01,11:56:00,11:56:00,PK02,29
PK_PK30_PK01,11:58:00,11:58:00,PK01,30
MT_MT02_PK10,06:00:00,06:00:00,MT02,1
MT_MT02_PK10,06:02:00,06:02:00,MT01,2
MT_MT02_PK10,06:04:00,06:04:00,PK10,3
YL_YL23_YL01,12:00:00,12:00:00,YL23,1
YL_YL23_YL01,12:02:00,12:02:00,YL22,2
YL_YL23_YL01,12:04:00,12:04:00,YL21,3
YL_YL23_YL01,12:06:00,12:06:00,YL20,4
YL_YL23_YL01,12:08:00,12:08:00,YL19,5
YL_YL23_YL01,12:10:00,12:10:00,YL18,6
YL_YL23_YL01,12:12:00,12:12:00,YL17,7
YL_YL23_YL01,12:14:00,12:14:00,YL16,8
YL_YL23_YL01,12:16:00,12:16:00,YL15,9
YL_YL23_YL01,12:18:00,12:18:00,YL14,10
YL_YL23_YL01,12:20:00,12:20:00,YL13,11
YL_YL23_YL01,12:22:00,12:22:00,YL12,12
YL_YL23_YL01,12:24:00,12:24:00,YL11,13
YL_YL23_YL01,12:26:00,12:26:00,YL10,14
YL_YL23_YL01,12:28:00,12:28:00,YL09,15
YL_YL23_YL01,12:30:00,12:30:00,YL08,16
YL_YL23_YL01,12:32:00,12:32:00,YL07,17
YL_YL23_YL01,12:34:00,12:34:00,YL06,18
YL_YL23_YL01,12:36:00,12:36:00,YL05,19
YL_YL23_YL01,12:38:00,12:38:00,YL04,20
YL_YL23_YL01,12:40:00,12:40:00,YL03,21
YL_YL23_YL01,12:42:00,12:42:00,YL02,22
YL_YL23_YL01,12:44:00,12:44:00,YL01,23]
RN_RN01_RN10,13:00:00,13:00:00,RN01,1
RN_RN01_RN10,13:03:00,13:03:00,RN02,2
RN_RN01_RN10,13:05:00,13:05:00,RN03,3
RN_RN01_RN10,13:07:00,13:07:00,RN04,4
RN_RN01_RN10,13:09:00,13:09:00,RN05,5
RN_RN01_RN10,13:12:00,13:12:00,RN06,6
RN_RN01_RN10,13:14:00,13:14:00,RN07,7
RN_RN01_RN10,13:16:00,13:16:00,RN08,8
RN_RN01_RN10,13:20:00,13:20:00,RN09,9
RN_RN01_RN10,13:23:00,13:23:00,RN10,10
RN_RN10_RN01,13:00:00,13:00:00,RN10,1
RN_RN10_RN01,13:03:00,13:03:00,RN09,2
RN_RN10_RN01,13:07:00,13:07:00,RN08,3
RN_RN10_RN01,13:09:00,13:09:00,RN07,4
RN_RN10_RN01,13:11:00,13:11:00,RN06,5
RN_RN10_RN01,13:14:00,13:14:00,RN05,6
RN_RN10_RN01,13:16:00,13:16:00,RN04,7
RN_RN10_RN01,13:18:00,13:18:00,RN03,8
RN_RN10_RN01,13:20:00,13:20:00,RN02,9
RN_RN10_RN01,13:23:00,13:23:00,RN01,10
RW_RW01_RW06,14:00:00,14:00:00,RW01,1
RW_RW01_RW06,14:04:00,14:04:00,RW02,2
RW_RW01_RW06,14:11:00,14:11:00,RW05,3
RW_RW01_RW06,14:16:00,14:16:00,RW06,4
RW_RW06_RW01,14:00:00,14:00:00,RW06,1
RW_RW06_RW01,14:05:00,14:05:00,RW05,2
RW_RW06_RW01,14:12:00,14:12:00,RW02,3
RW_RW06_RW01,14:16:00,14:16:00,RW01,4
AIR_A8_A1,06:00:00,06:00:00,A8,1
AIR_A8_A1,06:10:00,06:10:00,A7,2
AIR_A8_A1,06:20:00,06:20:00,A6,3
AIR_A8_A1,06:30:00,06:30:00,A5,4
AIR_A8_A1,06:40:00,06:40:00,A4,5
AIR_A8_A1,06:50:00,06:50:00,A3,6
AIR_A8_A1,07:00:00,07:00:00,A2,7
AIR_A8_A1,07:10:00,07:10:00,A1,8
SNNE_7_1,07:10:00,07:30:00,KTW,1
SNNE_7_1,07:43:00,07:45:00,DMU,2
SNNE_7_1,07:53:00,07:54:00,RSI,3
SNNE_7_1,08:21:00,08:23:00,SRT_1031,4
SNNE_7_1,09:06:00,09:08:00,SRT_1049,5
SNNE_7_1,10:16:00,10:19:00,SRT_1082,6
SNNE_7_1,11:04:00,11:05:00,SRT_1099,7
SNNE_7_1,11:22:00,11:23:00,SRT_1107,8
SNNE_7_1,11:48:00,11:58:00,SRT_1118,9
SNNE_7_1,12:59:00,13:02:00,SRT_1150,10
SNNE_7_1,13:05:00,13:06:00,SRT_1151,11
SNNE_7_1,13:53:00,13:54:00,SRT_1164,12
SNNE_7_1,14:24:00,14:25:00,SRT_1172,13
SNNE_7_1,15:56:00,15:59:00,SRT_1193,14
SNNE_7_1,16:49:00,16:50:00,SRT_1204,15
SNNE_7_1,17:31:00,17:32:00,SRT_1216,16
SNNE_7_1,17:50:00,17:50:00,SRT_1222,17
SNNE_111_1,07:08:00,07:50:00,KTW,1
SNNE_111_1,08:05:00,08:07:00,DMU,2
SNNE_111_1,08:16:00,08:17:00,RSI,3
SNNE_111_1,08:24:00,08:25:00,SRT_1022,4
SNNE_111_1,08:44:00,08:45:00,SRT_1028,5
SNNE_111_1,08:57:00,08:59:00,SRT_1031,6
SNNE_111_1,09:12:00,09:13:00,SRT_1035,7
SNNE_111_1,09:17:00,09:18:00,SRT_1036,8
SNNE_111_1,09:24:00,09:25:00,SRT_1037,9
SNNE_111_1,09:31:00,09:32:00,SRT_1039,10
SNNE_111_1,09:38:00,09:39:00,SRT_1041,11
SNNE_111_1,09:46:00,09:47:00,SRT_1045,12
SNNE_111_1,10:07:00,10:08:00,SRT_1049,13
SNNE_111_1,10:36:00,10:37:00,SRT_1058,14
SNNE_111_1,10:47:00,10:48:00,SRT_1061,15
SNNE_111_1,10:54:00,10:55:00,SRT_1063,16
SNNE_111_1,11:06:00,11:07:00,SRT_1067,17
SNNE_111_1,11:22:00,11:23:00,SRT_1072,18
SNNE_111_1,11:49:00,11:50:00,SRT_1082,19
SNNE_111_1,11:57:00,11:58:00,SRT_1083,20
SNNE_111_1,12:10:00,12:11:00,SRT_1084,21
SNNE_111_1,12:25:00,12:26:00,SRT_1088,22
SNNE_111_1,12:39:00,12:40:00,SRT_1093,23
SNNE_111_1,12:59:00,13:00:00,SRT_1099,24
SNNE_111_1,13:11:00,13:12:00,SRT_1103,25
SNNE_111_1,13:18:00,13:19:00,SRT_1105,26
SNNE_111_1,13:26:00,13:27:00,SRT_1107,27
SNNE_111_1,13:40:00,13:43:00,SRT_1111,28
SNNE_111_1,14:08:00,14:10:00,SRT_1118,29
SNNE_111_1,14:31:00,14:32:00,SRT_1125,30
SNNE_111_1,14:40:00,14:41:00,SRT_1127,31
SNNE_111_1,15:01:00,15:02:00,SRT_1134,32
SNNE_111_1,15:12:00,15:13:00,SRT_1137,33
SNNE_111_1,15:17:00,15:18:00,SRT_1144,34
SNNE_111_1,15:26:00,15:27:00,SRT_1146,35
SNNE_111_1,15:40:00,15:43:00,SRT_1150,36
SNNE_111_1,15:47:00,15:48:00,SRT_1151,37
SNNE_111_1,16:00:00,16:01:00,SRT_1154,38
SNNE_111_1,16:15:00,16:16:00,SRT_1157,39
SNNE_111_1,16:34:00,16:35:00,SRT_1160,40
SNNE_111_1,16:34:00,16:34:00,SRT_1164,41
SNNE_109_1,13:55:00,14:15:00,KTW,1
SNNE_109_1,14:30:00,14:32:00,DMU,2
SNNE_109_1,14:42:00,14:43:00,RSI,3
SNNE_109_1,15:18:00,15:20:00,SRT_1031,4
SNNE_109_1,15:38:00,15:39:00,SRT_1036,5
SNNE_109_1,15:51:00,15:52:00,SRT_1039,6
SNNE_109_1,15:58:00,15:59:00,SRT_1041,7
SNNE_109_1,16:26:00,16:28:00,SRT_1049,8
SNNE_109_1,16:57:00,16:58:00,SRT_1058,9
SNNE_109_1,17:10:00,17:11:00,SRT_1061,10
SNNE_109_1,17:18:00,17:19:00,SRT_1063,11
SNNE_109_1,17:31:00,17:32:00,SRT_1067,12
SNNE_109_1,17:50:00,17:51:00,SRT_1072,13
SNNE_109_1,18:19:00,18:22:00,SRT_1082,14
SNNE_109_1,18:27:00,18:28:00,SRT_1083,15
SNNE_109_1,18:53:00,18:54:00,SRT_1088,16
