trip_id,arrival_time,departure_time,stop_id,stop_sequence
75_1,06:44:00,06:44:00,STOP_118,23
75_1,06:46:00,06:46:00,STOP_116,24
75_1,06:48:00,06:48:00,STOP_113,25
75_1,06:50:00,06:50:00,STOP_111,26
75_1,06:52:00,06:52:00,STOP_110,27
75_1,06:54:00,06:54:00,STOP_107,28
75_1,06:56:00,06:56:00,STOP_105,29
75_1,06:58:00,06:58:00,STOP_101,30
75_1,07:00:00,07:00:00,STOP_99,31
75_1,07:02:00,07:02:00,STOP_97,32
75_1,07:04:00,07:04:00,STOP_95,33
75_1,07:06:00,07:06:00,STOP_93,34
75_1,07:08:00,07:08:00,STOP_89,35
75_1,07:10:00,07:10:00,STOP_87,36
75_1,07:12:00,07:12:00,STOP_85,37
75_1,07:14:00,07:14:00,STOP_82,38
75_1,07:16:00,07:16:00,STOP_81,39
75_1,07:18:00,07:18:00,STOP_1,40
75_1,07:20:00,07:20:00,STOP_3,41
75_1,07:22:00,07:22:00,STOP_5,42
75_1,07:24:00,07:24:00,STOP_7,43
75_1,07:26:00,07:26:00,STOP_9,44
75_1,07:28:00,07:28:00,STOP_11,45
75_1,07:30:00,07:30:00,STOP_14,46
75_1,07:32:00,07:32:00,STOP_16,47
75_1,07:34:00,07:34:00,STOP_19,48
75_1,07:36:00,07:36:00,STOP_21,49
21_0,06:00:00,06:00:00,STOP_79,1
21_0,06:02:00,06:02:00,STOP_78,2
21_0,06:04:00,06:04:00,STOP_76,3
21_0,06:06:00,06:06:00,STOP_74,4
21_0,06:08:00,06:08:00,STOP_72,5
21_0,06:10:00,06:10:00,STOP_70,6
21_0,06:12:00,06:12:00,STOP_67,7
21_0,06:14:00,06:14:00,STOP_64,8
21_0,06:16:00,06:16:00,STOP_62,9
21_0,06:18:00,06:18:00,STOP_60,10
21_0,06:20:00,06:20:00,STOP_58,11
21_0,06:22:00,06:22:00,STOP_56,12
21_0,06:24:00,06:24:00,STOP_55,13
21_0,06:26:00,06:26:00,STOP_54,14
21_0,06:28:00,06:28:00,STOP_53,15
21_0,06:30:00,06:30:00,STOP_50,16
21_0,06:32:00,06:32:00,STOP_47,17
21_0,06:34:00,06:34:00,STOP_46,18
21_0,06:36:00,06:36:00,STOP_44,19
21_0,06:38:00,06:38:00,STOP_42,20
21_0,06:40:00,06:40:00,STOP_40,21
21_0,06:42:00,06:42:00,STOP_38,22
21_0,06:44:00,06:44:00,STOP_36,23
21_0,06:46:00,06:46:00,STOP_34,24
21_0,06:48:00,06:48:00,STOP_32,25
21_0,06:50:00,06:50:00,STOP_30,26
21_0,06:52:00,06:52:00,STOP_29,27
21_0,06:54:00,06:54:00,STOP_27,28
21_0,06:56:00,06:56:00,STOP_25,29
21_0,06:58:00,06:58:00,STOP_23,30
21_0,07:00:00,07:00:00,STOP_83,31
21_0,07:02:00,07:02:00,STOP_84,32
21_0,07:04:00,07:04:00,STOP_86,33
21_0,07:06:00,07:06:00,STOP_90,34
21_0,07:08:00,07:08:00,STOP_94,35
21_0,07:10:00,07:10:00,STOP_96,36
21_0,07:12:00,07:12:00,STOP_98,37
21_0,07:14:00,07:14:00,STOP_100,38
21_0,07:16:00,07:16:00,STOP_102,39
21_0,07:18:00,07:18:00,STOP_104,40
21_0,07:20:00,07:20:00,STOP_108,41
21_0,07:22:00,07:22:00,STOP_109,42
21_0,07:24:00,07:24:00,STOP_112,43
21_0,07:26:00,07:26:00,STOP_114,44
21_0,07:28:00,07:28:00,STOP_115,45
21_0,07:30:00,07:30:00,STOP_173,46
21_0,07:32:00,07:32:00,STOP_175,47
21_0,07:34:00,07:34:00,STOP_177,48
21_0,07:36:00,07:36:00,STOP_180,49
21_0,07:38:00,07:38:00,STOP_182,50
21_0,07:40:00,07:40:00,STOP_184,51
21_0,07:42:00,07:42:00,STOP_186,52
21_0,07:44:00,07:44:00,STOP_188,53
21_0,07:46:00,07:46:00,STOP_190,54
21_0,07:48:00,07:48:00,STOP_192,55
21_0,07:50:00,07:50:00,STOP_194,56
21_0,07:52:00,07:52:00,STOP_196,57
21_0,07:54:00,07:54:00,STOP_199,58
21_0,07:56:00,07:56:00,STOP_202,59
21_0,07:58:00,07:58:00,STOP_203,60
21_0,08:00:00,08:00:00,STOP_204,61
21_0,08:02:00,08:02:00,STOP_205,62
21_0,08:04:00,08:04:00,STOP_207,63
21_0,08:06:00,08:06:00,STOP_208,64
21_0,08:08:00,08:08:00,STOP_209,65
21_0,08:10:00,08:10:00,STOP_298,66
21_0,08:12:00,08:12:00,STOP_299,67
21_0,08:14:00,08:14:00,STOP_300,68
21_0,08:16:00,08:16:00,STOP_301,69
21_1,06:00:00,06:00:00,STOP_304,1
21_1,06:02:00,06:02:00,STOP_303,2
21_1,06:04:00,06:04:00,STOP_302,3
21_1,06:06:00,06:06:00,STOP_297,4
21_1,06:08:00,06:08:00,STOP_210,5
21_1,06:10:00,06:10:00,STOP_206,6
21_1,06:12:00,06:12:00,STOP_201,7
21_1,06:14:00,06:14:00,STOP_200,8
21_1,06:16:00,06:16:00,STOP_198,9
21_1,06:18:00,06:18:00,STOP_197,10
21_1,06:20:00,06:20:00,STOP_195,11
21_1,06:22:00,06:22:00,STOP_193,12
21_1,06:24:00,06:24:00,STOP_191,13
21_1,06:26:00,06:26:00,STOP_189,14
21_1,06:28:00,06:28:00,STOP_187,15
21_1,06:30:00,06:30:00,STOP_185,16
21_1,06:32:00,06:32:00,STOP_183,17
21_1,06:34:00,06:34:00,STOP_181,18
21_1,06:36:00,06:36:00,STOP_179,19
21_1,06:38:00,06:38:00,STOP_178,20
21_1,06:40:00,06:40:00,STOP_176,21
21_1,06:42:00,06:42:00,STOP_174,22
21_1,06:44:00,06:44:00,STOP_118,23
21_1,06:46:00,06:46:00,STOP_116,24
21_1,06:48:00,06:48:00,STOP_113,25
21_1,06:50:00,06:50:00,STOP_111,26
21_1,06:52:00,06:52:00,STOP_110,27
21_1,06:54:00,06:54:00,STOP_107,28
21_1,06:56:00,06:56:00,STOP_105,29
21_1,06:58:00,06:58:00,STOP_101,30
21_1,07:00:00,07:00:00,STOP_99,31
21_1,07:02:00,07:02:00,STOP_97,32
21_1,07:04:00,07:04:00,STOP_95,33
21_1,07:06:00,07:06:00,STOP_93,34
21_1,07:08:00,07:08:00,STOP_89,35
21_1,07:10:00,07:10:00,STOP_87,36
21_1,07:12:00,07:12:00,STOP_85,37
21_1,07:14:00,07:14:00,STOP_82,38
21_1,07:16:00,07:16:00,STOP_81,39
21_1,07:18:00,07:18:00,STOP_24,40
21_1,07:20:00,07:20:00,STOP_26,41
21_1,07:22:00,07:22:00,STOP_28,42
21_1,07:24:00,07:24:00,STOP_31,43
21_1,07:26:00,07:26:00,STOP_33,44
21_1,07:28:00,07:28:00,STOP_35,45
21_1,07:30:00,07:30:00,STOP_37,46
21_1,07:32:00,07:32:00,STOP_39,47
21_1,07:34:00,07:34:00,STOP_41,48
21_1,07:36:00,07:36:00,STOP_43,49
21_1,07:38:00,07:38:00,STOP_45,50
21_1,07:40:00,07:40:00,STOP_48,51
21_1,07:42:00,07:42:00,STOP_51,52
21_1,07:44:00,07:44:00,STOP_52,53
21_1,07:46:00,07:46:00,STOP_57,54
21_1,07:48:00,07:48:00,STOP_59,55
21_1,07:50:00,07:50:00,STOP_61,56
21_1,07:52:00,07:52:00,STOP_63,57
21_1,07:54:00,07:54:00,STOP_65,58
21_1,07:56:00,07:56:00,STOP_66,59
21_1,07:58:00,07:58:00,STOP_68,60
21_1,08:00:00,08:00:00,STOP_69,61
21_1,08:02:00,08:02:00,STOP_71,62
21_1,08:04:00,08:04:00,STOP_73,63
21_1,08:06:00,08:06:00,STOP_75,64
21_1,08:08:00,08:08:00,STOP_77,65
21E_0,06:00:00,06:00:00,STOP_79,1
21E_0,06:02:00,06:02:00,STOP_78,2
21E_0,06:04:00,06:04:00,STOP_76,3
21E_0,06:06:00,06:06:00,STOP_74,4
21E_0,06:08:00,06:08:00,STOP_72,5
21E_0,06:10:00,06:10:00,STOP_70,6
21E_0,06:12:00,06:12:00,STOP_67,7
21E_0,06:14:00,06:14:00,STOP_64,8
21E_0,06:16:00,06:16:00,STOP_62,9
21E_0,06:18:00,06:18:00,STOP_60,10
21E_0,06:20:00,06:20:00,STOP_58,11
21E_0,06:22:00,06:22:00,STOP_56,12
21E_0,06:24:00,06:24:00,STOP_55,13
21E_0,06:26:00,06:26:00,STOP_54,14
21E_0,06:28:00,06:28:00,STOP_53,15
21E_0,06:30:00,06:30:00,STOP_50,16
21E_0,06:32:00,06:32:00,STOP_47,17
21E_0,06:34:00,06:34:00,STOP_46,18
21E_0,06:36:00,06:36:00,STOP_44,19
21E_0,06:38:00,06:38:00,STOP_42,20
21E_0,06:40:00,06:40:00,STOP_40,21
21E_0,06:42:00,06:42:00,STOP_38,22
21E_0,06:44:00,06:44:00,STOP_36,23
21E_0,06:46:00,06:46:00,STOP_34,24
21E_0,06:48:00,06:48:00,STOP_32,25
21E_0,06:50:00,06:50:00,STOP_30,26
21E_0,06:52:00,06:52:00,STOP_29,27
21E_0,06:54:00,06:54:00,STOP_27,28
21E_0,06:56:00,06:56:00,STOP_25,29
21E_0,06:58:00,06:58:00,STOP_23,30
21E_0,07:00:00,07:00:00,STOP_140,31
21E_0,07:02:00,07:02:00,STOP_139,32
21E_0,07:04:00,07:04:00,STOP_138,33
21E_0,07:06:00,07:06:00,STOP_136,34
21E_0,07:08:00,07:08:00,STOP_134,35
21E_0,07:10:00,07:10:00,STOP_132,36
21E_0,07:12:00,07:12:00,STOP_130,37
21E_0,07:14:00,07:14:00,STOP_126,38
21E_0,07:16:00,07:16:00,STOP_148,39
21E_0,07:18:00,07:18:00,STOP_149,40
21E_0,07:20:00,07:20:00,STOP_298,41
21E_0,07:22:00,07:22:00,STOP_299,42
21E_0,07:24:00,07:24:00,STOP_300,43
21E_0,07:26:00,07:26:00,STOP_301,44
21E_1,06:00:00,06:00:00,STOP_304,1
21E_1,06:02:00,06:02:00,STOP_303,2
21E_1,06:04:00,06:04:00,STOP_302,3
21E_1,06:06:00,06:06:00,STOP_297,4
21E_1,06:08:00,06:08:00,STOP_150,5
21E_1,06:10:00,06:10:00,STOP_147,6
21E_1,06:12:00,06:12:00,STOP_145,7
21E_1,06:14:00,06:14:00,STOP_143,8
21E_1,06:16:00,06:16:00,STOP_141,9
21E_1,06:18:00,06:18:00,STOP_137,10
21E_1,06:20:00,06:20:00,STOP_135,11
21E_1,06:22:00,06:22:00,STOP_133,12
21E_1,06:24:00,06:24:00,STOP_131,13
21E_1,06:26:00,06:26:00,STOP_129,14
21E_1,06:28:00,06:28:00,STOP_127,15
21E_1,06:30:00,06:30:00,STOP_125,16
21E_1,06:32:00,06:32:00,STOP_24,17
21E_1,06:34:00,06:34:00,STOP_26,18
21E_1,06:36:00,06:36:00,STOP_28,19
21E_1,06:38:00,06:38:00,STOP_31,20
21E_1,06:40:00,06:40:00,STOP_33,21
21E_1,06:42:00,06:42:00,STOP_35,22
21E_1,06:44:00,06:44:00,STOP_37,23
21E_1,06:46:00,06:46:00,STOP_39,24
21E_1,06:48:00,06:48:00,STOP_41,25
21E_1,06:50:00,06:50:00,STOP_43,26
21E_1,06:52:00,06:52:00,STOP_45,27
21E_1,06:54:00,06:54:00,STOP_48,28
21E_1,06:56:00,06:56:00,STOP_51,29
21E_1,06:58:00,06:58:00,STOP_52,30
21E_1,07:00:00,07:00:00,STOP_57,31
21E_1,07:02:00,07:02:00,STOP_59,32
21E_1,07:04:00,07:04:00,STOP_61,33
21E_1,07:06:00,07:06:00,STOP_63,34
21E_1,07:08:00,07:08:00,STOP_65,35
21E_1,07:10:00,07:10:00,STOP_66,36
21E_1,07:12:00,07:12:00,STOP_68,37
21E_1,07:14:00,07:14:00,STOP_69,38
21E_1,07:16:00,07:16:00,STOP_71,39
21E_1,07:18:00,07:18:00,STOP_73,40
21E_1,07:20:00,07:20:00,STOP_75,41
21E_1,07:22:00,07:22:00,STOP_77,42
