stop_id,stop_name,stop_name_en,stop_lat,stop_lon,stop_desc
way/1358173939,โรงเรียนบางมดวิทยา,Bang Mot Wittaya School,13.681718,100.465115,school
way/1358537231,สวนศรี,สวนศรี,13.729925,100.647377,garden
way/1358565007,โรงเรียนแก่นทองอุปถัมภ์,โรงเรียนแก่นทองอุปถัมภ์,13.697376,100.652401,school
way/1359344749,เชอราตัน แกรนด์ สุขุมวิท,Sheraton Grande Sukhumvit,13.737521,100.559173,hotel
way/1359369018,วัดแสมดำ,Wat Samae Dam,13.590685,100.386888,place_of_worship
way/1359369019,โรงเรียนวัดแสมดำ,โรงเรียนวัดแสมดำ,13.591079,100.386045,school
way/1361222620,DT Hotel Pratunam (Dream Town Hotel),DT Hotel Pratunam (Dream Town Hotel),13.755073,100.535262,hotel
way/1361222621,Bird Room Hotel - Pratu Nam,Bird Room Hotel - Pratu Nam,13.755864,100.536760,hotel
way/1361222622,Mayfair Suites,Mayfair Suites,13.755494,100.536833,hotel
way/1362542945,มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก เขตพื้นที่จักรพงษภูวนารถ,Rajamangala University of Technology Tawan-ok Chakrabongse Bhuwanat,13.777816,100.556856,university
way/1362542988,สวนเกษตร,สวนเกษตร,13.774424,100.556141,garden
way/1362546381,ส่วนก่อสร้างและบูรณะ 1,ส่วนก่อสร้างและบูรณะ 1,13.772975,100.554335,government
way/1362791714,คริสตจักรประชาคม,คริสตจักรประชาคม,13.774017,100.557454,place_of_worship
way/1362873949,สำนักงานประกันสังคม กรุงเทพมหานคร พื้นที่ 7,สำนักงานประกันสังคม กรุงเทพมหานคร พื้นที่ 7,13.650377,100.405269,government
way/1362873974,โรงเรียนเลิศหล้า ถนนกาญจนาภิเษก,Lertlah School Kanchanapisek Road,13.674558,100.407725,school
way/1362887263,สิริ คลินิก,Siri Clinic,13.775096,100.558380,clinic
way/1363087292,Pillows and purrs,Pillows and purrs,13.776326,100.559390,guest_house
way/1363398326,A23,A23,13.773830,100.559363,hotel
way/1364010376,วิทยาลัยป้องกันราชอาณาจักร,National Defence College,13.779270,100.558291,college
way/1364049463,กระทรวงแรงงาน,Ministry of Labour,13.764198,100.551387,government
way/1364052298,สำนักงานประกันสังคมกรุงเทพมหานครพื้นที่ 3,สำนักงานประกันสังคมกรุงเทพมหานครพื้นที่ 3,13.764069,100.552493,government
way/1364052305,กรมพัฒนาฝีมือแรงงาน,Department of Skill Development,13.764761,100.551072,government
way/1364058023,วิทยาลัยการแรงงาน,วิทยาลัยการแรงงาน,13.764880,100.550812,government
way/1364323531,มัสยิดดารุ้ลอะมาน,Masjid Daarul Aman,13.754289,100.530177,place_of_worship
way/1365347011,โรงเรียนไตรมิตรวิทยาลัย,Traimitwitthayalai School,13.738680,100.513947,school
way/1365347012,โรงเรียนมหาวีรานุวัตร,Mahaweeranuwat School,13.738274,100.514326,school
way/1365548250,สำนักการวางผังและพัฒนาเมือง,สำนักการวางผังและพัฒนาเมือง,13.768279,100.551214,government
way/1365750417,วัดบางเตย,Wat Bang Toei,13.802196,100.649688,place_of_worship
way/1365750418,โรงเรียนวัดบางเตย,Wat Bang Toei School,13.803211,100.649354,school
way/1366433675,สำนักภาพยนต์และวิดิทัศน์,สำนักภาพยนต์และวิดิทัศน์,13.765522,100.574191,government
way/1366484801,วัดบางบัว,Wat Bang Bua,13.854035,100.588142,place_of_worship
way/1366616012,สวน 15 นาที @ ดินแดง,สวน 15 นาที @ ดินแดง,13.788062,100.561621,park
way/1366798394,โรงเรียนกองทัพบกอุปถัมภ์ เพชราวุธวิทยา,โรงเรียนกองทัพบกอุปถัมภ์ เพชราวุธวิทยา,13.845796,100.592403,school
way/1368280007,สวนร่วมใจ,สวนร่วมใจ,13.718282,100.654392,garden
way/1368395623,โรงเรียนนานาชาติแอ๊ดเวนตีสกรุงเทพ,Bangkok Adventist International School,13.732961,100.594464,school
way/1368395625,คริสตจักรเซเว่นธ์เดย์แอดเวนตีสเอกมัย,Ekkamai Adventist Thai Church,13.732007,100.594995,place_of_worship
way/1368395626,คริสตจักรเกาหลีแอดเวนตีส,Adventist Korean Church,13.732273,100.594253,place_of_worship
way/1369185765,PAWYARD at EMSPHERE,PAWYARD at EMSPHERE,13.730752,100.566413,garden
way/1369201067,โรงพยาบาล​ทหารผ่านศึก​,Veterans General Hospital,13.772176,100.551483,hospital
way/1369219466,โรงเรียนนิธิปริญญา,โรงเรียนนิธิปริญญา,13.762804,100.546994,school
way/1369588884,บ้านเทเรซา,บ้านเทเรซา,13.763944,100.563790,kindergarten
way/1370267154,โรงเรียนพรหมราษฎร์รังสรรค์,Promrachrungson School,13.642241,100.395950,school
way/1370279246,สวนบางแคภิรมย์,สวนบางแคภิรมย์,13.686124,100.386320,park
way/1370480422,สวนสาธารณะเฉลิมพระเกียรติฯ บางบอน,สวนสาธารณะเฉลิมพระเกียรติฯ บางบอน,13.650613,100.396139,park
way/1370480464,สวนเกษตร,สวนเกษตร,13.652132,100.397274,garden
way/1370480465,สวนร้อยมาลัย,สวนร้อยมาลัย,13.652431,100.397817,garden
way/1370480493,สวนสุขภาพ,Health Garden,13.649547,100.394694,garden
way/1370480498,บึงบำบัดน้ำด้วยพืช,บึงบำบัดน้ำด้วยพืช,13.651088,100.394914,garden
way/1370480502,สวนพลังงาน,Energy Garden,13.649305,100.394584,garden
way/1370522539,โรงเรียนซอยแอนเนกซ์,Soi Annex School,13.935664,100.638818,school
way/1370789891,U & D Guesthouse,U & D Guesthouse,13.753205,100.499570,guest_house
way/1370789896,โรงแรมเทพนิมิต,โรงแรมเทพนิมิต,13.753282,100.499734,hotel
way/1370803902,Maple Bear International School,Maple Bear International School,13.780391,100.549084,school
way/1370803919,ธนชาญวิศิษฐ์,ธนชาญวิศิษฐ์,13.781125,100.549372,mall
way/1370917970,โรงเรียนอนุบาลเบญจมาศ,โรงเรียนอนุบาลเบญจมาศ,13.786498,100.552273,kindergarten
way/1371216086,วัดโพธิ์พุฒตาล,Wat Pho Phut Tan,13.640463,100.393053,place_of_worship
way/1371979447,โรงเรียนอนุบาลเปล่งประสิทธิ์สายลม,Plengprasiddhi Sailom Kindergarten,13.781665,100.549482,kindergarten
way/1372647954,โรงเรียนกันตะบุตร,โรงเรียนกันตะบุตร,13.788778,100.516536,school
way/1373010290,โรงเรียนช่างอากาศอำรุง,Changakart Amrung School,13.796824,100.533280,school
way/1374141995,พระอุโบสถ,พระอุโบสถ,13.794169,100.521649,place_of_worship
way/1374435504,โรงแรมบีทู ดอนเมือง พรีเมียร์,B2 Don Mueang Premier Hotel,13.878833,100.593314,hotel
way/1374620208,โรงเรียนวัดประชาระบือธรรม,โรงเรียนวัดประชาระบือธรรม,13.789651,100.525133,school
way/1374625204,สวน ร.5,สวน ร.5,13.781677,100.534463,garden
way/1374625206,สำนักงานปลัดกระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,13.781889,100.535127,government
way/1374625208,สำนักงานงบประมาณ (เก่า),สำนักงานงบประมาณ (เก่า),13.781148,100.535280,government
way/1374625209,สำนักงานตรวจเงินแผ่นดิน,State Audit Office of the Kingdom of Thailand,13.780706,100.536020,government
way/1374636368,กรมธนารักษ์,กรมธนารักษ์,13.780755,100.536689,government
way/1374636376,สำนักงานเศรษฐกิจการคลัง,Fiscal Policy Office,13.782074,100.535655,government
way/1374636387,กรมบัญชีกลาง,Comptroller General's Department,13.781507,100.536395,government
way/1374636398,สวนธง,สวนธง,13.782057,100.534872,garden
way/1374642712,กรมทรัพยากรน้ำ,Department of Water Resources,13.785618,100.539383,government
way/1374642717,กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,Ministry of Natural Resources and Environment,13.784952,100.539686,government
way/1374648058,กรมสรรพากร,กรมสรรพากร,13.784669,100.540685,government
way/1374657335,กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม,Department of Climate Change and Environment,13.782652,100.538767,government
way/1374667399,สวนสาธารณะกรมประชาสัมพันธ์,สวนสาธารณะกรมประชาสัมพันธ์,13.781993,100.539889,park
way/1374672872,โรงพยาบาลโรคปอดกรุงเทพ,โรงพยาบาลโรคปอดกรุงเทพ,13.784961,100.545906,hospital
way/1374672908,สำนักอำนวยการกองอาสารักษาดินแดน,สำนักอำนวยการกองอาสารักษาดินแดน,13.782971,100.545478,government
way/1374920162,ศูนย์สุขภาพช่องปากขั้นสูง,ศูนย์สุขภาพช่องปากขั้นสูง,13.783123,100.534017,hospital
way/1375530830,โรงเรียนวัดปริวาส,โรงเรียนวัดปริวาส,13.672688,100.533029,school
way/1375530839,บางกอกสแควร์,Bangkok Square,13.672752,100.534154,mall
way/1376057407,บ้านหนึ่ง,Baan Nueang,13.780943,100.539474,hotel
way/1376409284,โรงพยาบาลพญาไท พหลโยธิน,โรงพยาบาลพญาไท พหลโยธิน,13.792090,100.550077,hospital
way/1376412756,วัดพระศิวะเจ้า,วัดพระศิวะเจ้า,13.793145,100.546544,place_of_worship
way/1377147399,วิทยาลัยเทคโนโลยีทักษิณาบริหารธุรกิจ,วิทยาลัยเทคโนโลยีทักษิณาบริหารธุรกิจ,13.811947,100.690336,college
way/1377349132,สวนสาธารณะวังทอง 2,Wang Thong 2 Park,13.791695,100.608896,park
way/1377349937,โรงเรียนนวมินทราชินูทิศ บดินทรเดชา,Nawaminthrachinuthit Bodindecha School,13.791704,100.606022,school
way/1378242530,สวนสุขภาพ,สวนสุขภาพ,13.795284,100.621449,park
way/1378242546,โรงเรียนนานาชาตินีวาอเมริกัน,Niva International School,13.802746,100.629594,school
way/1378612692,Ratchada Connect,Ratchada Connect,13.769097,100.567832,hotel
way/1381231080,มัสยิดซะห์ร่อตุ้ลอิสลาม,มัสยิดซะห์ร่อตุ้ลอิสลาม,13.700827,100.685983,place_of_worship
way/1382312394,สวนพฤกษศาสตร์,สวนพฤกษศาสตร์,13.789023,100.513929,garden
way/1382955986,Superme,Superme,13.789639,100.515325,mall
way/1382955993,เอดิสัน,เอดิสัน,13.783840,100.511346,mall
way/1383004409,โรงเรียนวัดพระยายัง,โรงเรียนวัดพระยายัง,13.752395,100.522013,school
way/1383227262,โรงเรียนพณิชยการสามเสน,โรงเรียนพณิชยการสามเสน,13.787248,100.515001,school
way/1383252071,วิทยาลัยการทัพบก,วิทยาลัยการทัพบก,13.785596,100.529495,college
way/1383261475,วิทยาลัยเทคโนโลยีวิมล ศรีย่าน,วิทยาลัยเทคโนโลยีวิมล ศรีย่าน,13.785373,100.510955,college
way/1383963470,Wyndham Bangkok Queen Convention Centre,Wyndham Bangkok Queen Convention Centre,13.723280,100.561359,hotel
way/1383969350,Ramada Plaza by Wyndham Bangkok Sukhumvit 48,Ramada Plaza by Wyndham Bangkok Sukhumvit 48,13.709037,100.598901,hotel
way/1384651728,มาร์เก็ตเพลส เทพรักษ์,Market Place Theprak,13.876601,100.645872,mall
way/1384673134,โรงพยาบาลบางโพ,โรงพยาบาลบางโพ,13.806875,100.522996,hospital
way/1384711172,มัสยิดฮัสสละฟียฮ์,มัสยิดฮัสสละฟียฮ์,13.698152,100.498525,place_of_worship
way/1385059036,มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์ พื้นที่บพิตรพิมุข จักรวรรดิ,Rajamangala University of Technology Rattanakosin Bophit Phimuk Chakkrawat Campus,13.742156,100.502238,university
way/1385059038,โรงเรียนวัดชัยชนะสงคราม,โรงเรียนวัดชัยชนะสงคราม,13.744014,100.505870,school
way/1385565907,โรงเรียนโกวิทธำรง,โรงเรียนโกวิทธำรง,13.757139,100.544080,school
way/1385800191,โรงเรียนสารสาสน์ธนบุรี,Sarasas Thonburi School,13.733467,100.366705,school
way/1385800200,โรงเรียนโรงเรียนราชวินิตบางแคปานขำ,โรงเรียนโรงเรียนราชวินิตบางแคปานขำ,13.723166,100.378714,school
way/1386057109,ศูนย์การค้าลาซาลสแควร์,ศูนย์การค้าลาซาลสแควร์,13.658916,100.638164,marketplace
way/1386058837,โรงเรียนสรรพาวุธวิทยา,โรงเรียนสรรพาวุธวิทยา,13.663892,100.592782,school
way/1387001614,โรงเรียนจารุวรรณ,Jaruwon Multiple Intelligence School,13.878460,100.642661,school
way/1387001615,เคณศอินทร์ศวร,Ganeshinsuan,13.881317,100.643632,place_of_worship
way/1387528803,วัดศิริพงษ์ธรรมนิมิต,Wat Siri Phong Thammanimit,13.861482,100.642405,place_of_worship
way/1387734060,วัดวชิรธรรมสาธิตวรวิหาร,Wat Wachiratham Sathit Worawihan,13.691532,100.634854,place_of_worship
way/1387734061,โรงเรียน​วัดวชิรธรรมสาธิต,โรงเรียน​วัดวชิรธรรมสาธิต,13.692240,100.636495,school
way/1387734067,โรงเรียนสอนขับรถ D1,โรงเรียนสอนขับรถ D1,13.692095,100.631024,driving_school
way/1387749194,กองการเงินและบัญชี,กองการเงินและบัญชี,13.761563,100.524174,government
way/1387749195,สำนักงานประชาสัมพันธ์,สำนักงานประชาสัมพันธ์,13.761656,100.523906,government
way/1387749224,กองการพัสดุ,กองการพัสดุ,13.760271,100.524614,government
way/1387749225,กองการพัสดุ,กองการพัสดุ,13.760405,100.524425,government
way/1387749226,กองการพัสดุ,กองการพัสดุ,13.760194,100.524400,government
way/1387749230,สหกรณ์ออมทรัพย์กรมทางหลวง,สหกรณ์ออมทรัพย์กรมทางหลวง,13.760699,100.524365,government
way/1387749233,สำนักอำนวยความปลอดภัย,สำนักอำนวยความปลอดภัย,13.760573,100.524770,government
way/1387749234,กองทางหลวงพิเศษระหว่างเมือง,กองทางหลวงพิเศษระหว่างเมือง,13.760845,100.524013,government
way/1387749235,กองการเงินและบัญชี,กองการเงินและบัญชี,13.761028,100.524103,government
way/1387749237,กองการเจ้าหน้าที่,กองการเจ้าหน้าที่,13.761042,100.524440,government
way/1387749238,สำนักสำรวจและออกแบบ,สำนักสำรวจและออกแบบ,13.760942,100.524320,government
way/1387749239,กองทางหลวงระหว่างเมือง,กองทางหลวงระหว่างเมือง,13.760887,100.524444,government
way/1387749240,สำนักวิเคราะห์และตรวจสอบ,สำนักวิเคราะห์และตรวจสอบ,13.760922,100.524783,government
way/1387749245,สำนักงานควบคุมน้ำหนักและยานพาหนะ,สำนักงานควบคุมน้ำหนักและยานพาหนะ,13.761452,100.523446,government
way/1387749247,สำนักบริหารบำรุงทาง,สำนักบริหารบำรุงทาง,13.761810,100.523561,government
way/1387755573,ศูนย์ปฏิบัติการจราจรทางหลวง,ศูนย์ปฏิบัติการจราจรทางหลวง,13.759557,100.525426,government
way/1387755594,สำนักเครื่องกลและสื่อสาร,สำนักเครื่องกลและสื่อสาร,13.759091,100.525784,government
way/1387755595,สำนักเครื่องกลและสื่อสาร,สำนักเครื่องกลและสื่อสาร,13.758991,100.526130,government
way/1387755598,สำนักแผนงาน,สำนักแผนงาน,13.759290,100.526435,government
way/1387755599,สำนักสำรวจและออกแบบ,สำนักสำรวจและออกแบบ,13.759082,100.527079,government
way/1387755600,สำนักเครื่องกลและสื่อสาร,สำนักเครื่องกลและสื่อสาร,13.758871,100.527004,government
way/1387773038,Ruamrudee International School Early Years Campus,Ruamrudee International School Early Years Campus,13.877919,100.690340,kindergarten
way/1387939732,วิทยาลัยพณิชยการบางนา,Bangna Commercial College,13.676141,100.616304,college
way/1388177710,โรงเรียนสายน้ำทิพย์,Sainamtip School,13.727545,100.565575,school
way/1388274003,โรงเรียนวัดคลองใหม่,โรงเรียนวัดคลองใหม่,13.677894,100.543912,school
way/1388295185,โรงเรียนวัดช่องนนทรี,โรงเรียนวัดช่องนนทรี,13.693729,100.544524,school
way/1388736251,โรซิเอ็ท พระราม 9,โรซิเอ็ท พระราม 9,13.764506,100.562469,hotel
way/1388992599,ศิธาราเพลส,ศิธาราเพลส,13.764710,100.564705,hotel
way/1389459733,โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า,Triam Udom Suksa Nomklao School,13.784666,100.691927,school
way/1389900796,โรงเรียนราชวินิตบางเขน,โรงเรียนราชวินิตบางเขน,13.858561,100.554351,school
way/1390451750,โรงเรียนสตรีวิทยา 2,Satriwitthaya 2 School,13.826773,100.615751,school
way/1390451751,วัดสาครสุ่นประชาสรรค์,Wat Sakhon Sun Pracha San,13.826878,100.617085,place_of_worship
way/1391199964,โรงเรียนวัดพระพิเรนทร์,Wat Phra Phiren School,13.747619,100.505716,school
way/1391609051,วิทยาลัยศิลปหัตถกรรมกรุงเทพ,Bangkok Arts & Crafts College,13.792769,100.626590,college
way/1391841569,สถานเอกอัครราชทูตกัมพูชา,Royal Embassy of Cambodia,13.768310,100.596390,diplomatic
way/1391841573,สถานเอกอัครราชทูตลาว,Embassy of Lao,13.769319,100.595505,diplomatic
way/1391841578,โรงเรียนฝรั่งเศสนานาชาติ กรุงเทพ,French International High School of Bangkok,13.770741,100.600291,school
way/1392707752,โรงเรียนเพี้ยนพินอนุสรณ์,โรงเรียนเพี้ยนพินอนุสรณ์,13.664233,100.597405,school
way/1393472043,โรงเรียนอนุบาลกรแก้ว,โรงเรียนอนุบาลกรแก้ว,13.788005,100.528995,kindergarten
way/1394902621,โรงเรียนนวมินทราชินูทิศ เตรียมอุดมศึกษาน้อมเกล้า,Nawaminthrachinuthit Triamudomsuksanomklao School,13.756113,100.680629,school
way/1394902643,สวนสามเหลี่ยม,สวนสามเหลี่ยม,13.773034,100.677652,garden
way/1394926783,โรงเรียนนานาชาติไบรท์ตันคอลเลจ กรุงเทพฯ,Brighton College Bangkok,13.753294,100.672288,school
way/1394948721,มัสยิดดารุ้ลอิบาดะฮ์,มัสยิดดารุ้ลอิบาดะฮ์,13.758480,100.655936,place_of_worship
way/1394948752,โรงเรียนนานาชาติแมนดาริน,โรงเรียนนานาชาติแมนดาริน,13.764235,100.661609,school
way/1394948753,โรงเรียนนานาชาติเพ็ญสมิทธ์,โรงเรียนนานาชาติเพ็ญสมิทธ์,13.762616,100.663787,school
way/1395669298,ตัรบียะตุ้ลอิสลาม,ตัรบียะตุ้ลอิสลาม,13.724137,100.627415,place_of_worship
way/1395669321,มัสยิดดารุ๊ลมุห์ซีนีน,มัสยิดดารุ๊ลมุห์ซีนีน,13.730866,100.639333,place_of_worship
way/1396109210,มายเบด,มายเบด,13.805594,100.575216,hotel
way/1396729649,โรงพยาบาลวิมุต,Vimut Hospital,13.788653,100.548760,hospital
way/1396729723,สวนพระพุทธภควา,สวนพระพุทธภควา,13.788447,100.548637,garden
way/1408388370,โรงเรียนสอนขับรถ ศรีนครินทร์ ลาซาล,โรงเรียนสอนขับรถ ศรีนครินทร์ ลาซาล,13.653678,100.648021,driving_school
way/1408713026,สวนครัวอินทรีย์,สวนครัวอินทรีย์,13.656383,100.635557,garden
way/1408713046,วัดผ่องพลอยวิริยาราม,Wat Pongploy Wiriyaram,13.653471,100.630697,place_of_worship
way/1408713047,โรงเรียนลาซาลกรุงเทพ,La Salle School Bangkok,13.656548,100.631345,school
way/1409828209,มัสยิดดารุ๊ลอีบาด๊ะห์,Masjid Darul-Ebadah,13.903541,100.728087,place_of_worship
way/1410382650,วิทยาลัยทันตแพทยศาสตร์นานาชาติ มหาวิทยาลัยวลัยลักษณ์,International College of Dentistry Walailak University,13.787270,100.529837,college
way/1410385852,คริสตจักรกรุงเทพ,Bangkok Church,13.756607,100.537671,place_of_worship
way/1410828282,โรงเรียนอักษรเจริญ,โรงเรียนอักษรเจริญ,13.778670,100.519625,school
way/1410828287,สภาสตรีแห่งชาติ,The National Council of Thailand,13.778567,100.516738,government
way/1410828294,โรงเรียนอัมพวันศิกษา,Ampawan Suksa School,13.779771,100.519926,school
way/1411094633,สวนเปรมประชาวนารักษ์,Prem Pracha Vana Rak Park,13.856476,100.564757,park
way/1411364103,แขวงทางหลวงสมุทรปราการ,แขวงทางหลวงสมุทรปราการ,13.668875,100.645937,government
way/1411364106,หน่วยบริการข้อมูลทางหลวง,หน่วยบริการข้อมูลทางหลวง,13.668884,100.645614,government
way/1411364165,วัดศรีเอี่ยม,Wat Sri Iam,13.668422,100.643875,place_of_worship
way/1411364166,โรงเรียนศรีเอี่ยมอนุสรณ์,โรงเรียนศรีเอี่ยมอนุสรณ์,13.667811,100.643598,school
way/1411395805,ศาลาอุดม,ศาลาอุดม,13.786370,100.527688,community_centre
way/1411395936,ศาลเทพารักษ์กรมพระราชวังบวรสถานมงคล,ศาลเทพารักษ์กรมพระราชวังบวรสถานมงคล,13.783315,100.524980,place_of_worship
way/1411867293,โรงเรียนวัดประชาศรัทธาธรรม,Wat Pracha Sattha Tham School,13.818528,100.519220,school
way/1412748394,โรงเรียนบางบัว (เพ่งตั้งตรงจิตรวิทยาคาร),Bangbua School,13.856945,100.585066,school
way/1413188500,โรงเรียนวิศวกรรมรถไฟ,โรงเรียนวิศวกรรมรถไฟ,13.817181,100.551716,college
way/1413558425,วัดนวลจันทร์,Wat Nuan Chan,13.836858,100.637599,place_of_worship
way/1413623796,โรงเรียนพระราม 9 กาญจนาภิเษก,Phra Ram 9 Kanchanaphisek School,13.759731,100.592894,school
way/1413623797,โรงเรียนสมาคมไทย-ญี่ปุ่น,Thai-Japanese Association School,13.760920,100.593092,school
way/1413871240,วัดบุญศรีมุนีกรณ์,Wat Bun Si Munikon,13.835037,100.649286,place_of_worship
way/1414099224,สวนลอยฟ้า,สวนลอยฟ้า,13.776820,100.510750,garden
way/1414099240,โรงแรมสวนดุสิตเพลส,โรงแรมสวนดุสิตเพลส,13.775137,100.510615,hotel
way/1414104713,โรงเรียนสาธิตมหาวิทยาลัยราชภัฏสวนสุนันทา,โรงเรียนสาธิตมหาวิทยาลัยราชภัฏสวนสุนันทา,13.773437,100.507516,school
way/1414218662,กรมส่งเสริมการปกครองท้องถิ่น,กรมส่งเสริมการปกครองท้องถิ่น,13.773314,100.509335,government
way/1414218665,สำนักงานกองทุนบำเหน็จบำนาญข้าราชการส่วนท้องถิ่น,สำนักงานกองทุนบำเหน็จบำนาญข้าราชการส่วนท้องถิ่น,13.773252,100.508829,government
way/1414218667,สวนสุนันทา,สวนสุนันทา,13.773662,100.508432,garden
way/1414219642,สมาคมศิษย์เก่าสวนสุนันทา,สมาคมศิษย์เก่าสวนสุนันทา,13.774024,100.506601,community_centre
way/1414440505,มหาวิทยาลัยเกริก,Krirk University,13.873577,100.599603,university
way/1414563965,ศูนย์นันทนาการสวนอ้อย,ศูนย์นันทนาการสวนอ้อย,13.780304,100.511497,community_centre
way/1414845841,Skyscape,Skyscape,13.744605,100.530926,garden
way/1415092898,กรมศุลกากร,The Customs Department,13.713094,100.565758,government
way/1415092908,สโมสรกรมศุลกากร,Customs Club),13.713215,100.566880,community_centre
way/1415092929,ลานเสาธง,ลานเสาธง,13.714178,100.565375,park
way/1415327221,เขากบ,เขากบ,13.770052,100.515958,garden
way/1415327222,เขาดิน,เขาดิน,13.771557,100.516276,garden
way/1415894721,วัดคลองครุ,Wat Khlong Kru,13.818721,100.672089,place_of_worship
way/1416077466,สำนักงานเขตพญาไท,Phaya Thai District Office,13.779717,100.542381,townhall
way/1416337916,ลานประติมากรรม,Sculpture Court,13.757167,100.491939,garden
way/1418599388,โรงเรียนพลาธิการ,โรงเรียนพลาธิการ,13.667813,100.583859,college
way/1418599437,สวนภูติอนันต์,สวนภูติอนันต์,13.668781,100.590407,park
way/1418637707,กองพระราชพาหนะ,กองพระราชพาหนะ,13.775864,100.515680,government
way/1418876116,โรงเรียนสาธิตกรุงเทพธนบุรี,โรงเรียนสาธิตกรุงเทพธนบุรี,13.774638,100.345832,school
way/1419580120,ศรีศีตลนาถไชนมนเทียร กรุงเทพมหานคร,"Shree Shitalnath Jain Temple, Bangkok",13.701074,100.539048,place_of_worship
way/1420185327,โรงเรียนนานาชาติจีน,China International School,13.815264,100.655156,school
way/1420928166,สวนหย่อมโรงเรียนโยธินบูรณะ,สวนหย่อมโรงเรียนโยธินบูรณะ,13.814088,100.519840,park
way/1420930041,สวนเฉลิมพระเกรียติ ร.10,สวนเฉลิมพระเกรียติ ร.10,13.843897,100.546535,park
way/1421091040,โรงเรียนมัธยมประชานิเวศน์,Mathayom Prachaniwet school,13.841877,100.547713,school
way/1421092393,วิทยาลัยเทคโนโลยีวราธิปบริหารธุรกิจ,วิทยาลัยเทคโนโลยีวราธิปบริหารธุรกิจ,13.842914,100.545645,school
way/1421511208,The Coach Hotel,The Coach Hotel,13.735289,100.560115,hotel
way/1421580275,มัสยิดดารุ้ลมู่ฮาญีรีน,Masjid Darulmuhajireen,13.769679,100.568942,place_of_worship
way/1421852713,โรงเรียนวัดบางนานอก,โรงเรียนวัดบางนานอก,13.676146,100.588027,school
way/1422806813,วัดวงศมูลวิหาร,Wat Wongsa Mun Wihan,13.749433,100.485185,place_of_worship
way/1422842270,โรงเรียนบีคอนเฮาส์ แย้มสอาดลาดพร้าว,โรงเรียนบีคอนเฮาส์ แย้มสอาดลาดพร้าว,13.802876,100.566864,school
way/1422844699,มหาวิทยาลัยเซนต์จอห์น,มหาวิทยาลัยเซนต์จอห์น,13.810343,100.560982,university
way/1422846357,โรงเรียนจันทร์หุ่นบำเพ็ญ,โรงเรียนจันทร์หุ่นบำเพ็ญ,13.779412,100.584989,school
way/1423221494,โรงเรียนสุโขทัย,โรงเรียนสุโขทัย,13.776366,100.522038,school
way/1423232721,กรมสรรพสามิต,Excise Deparment,13.777213,100.524935,government
way/1423249267,โรงเรียนวัดน้อยนพคุณ,Watnoinoppakhun School,13.784176,100.520907,school
way/1423249269,โรงเรียนเศรษฐเสถียร,Setsatian School for the Deaf,13.782110,100.522805,school
way/1423249270,โรงเรียนราชวัตรวิทยา,Ratchawat Wittaya School,13.781227,100.519792,school
way/1423249272,โรงเรียนวัดสวัสดิ์วารีสีมาราม,Wat Sawatdiwari Simaram School,13.780729,100.515715,school
way/1423324610,กรมทรัพยากรธรณี,Department Of Mineral Resources,13.762979,100.526970,government
way/1423324615,กรมอุตสหกรรมพื้นฐานและการเมืองแร่,กรมอุตสหกรรมพื้นฐานและการเมืองแร่,13.762661,100.527753,government
way/1423324626,กระทรวงอุตสาหกรรม,Ministry of Industry,13.763916,100.526964,government
way/1423324627,กรมโรงงานอุตสาหกรรม,Department of Industrial Works,13.763580,100.527271,government
way/1423324633,กรมส่งเสริมอุตสาหกรรม,Department of Industrial Promotion,13.763356,100.527677,government
way/1423324635,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,"Ministry of Higher Education, Science, Research and Innovation",13.763544,100.528302,government
way/1423324636,สำนักงานเศรษฐกิจอุตสาหกรรม,The office of industrial economics,13.763009,100.528117,government
way/1423324637,สำนักงานคณะกรรมการอ้อยและน้ำตาลทราย,Office of The Cane and Sugar Board,13.762742,100.528408,government
way/1423494591,เซ็นทรัล พาร์ค,Central Park Bangkok,13.728388,100.537630,mall
way/1423496246,2499 Heritage Hotel,2499 Heritage Hotel,13.737062,100.513748,hotel
way/1424948373,สถานผดุงครรภ์ อานันท์,สถานผดุงครรภ์ อานันท์,13.737501,100.514338,clinic
way/1426347584,The Unforgotten B&B,The Unforgotten B&B,13.736884,100.514499,hostel
way/1426347591,สมาคมศิษย์วัดไตรมิตรวิทยาราม,สมาคมศิษย์วัดไตรมิตรวิทยาราม,13.737391,100.514297,community_centre
way/1426886300,โรงพยาบาลพระจอมเกล้าเจ้าคุณทหาร,King Mongkut Chaokhunthahan Hospital,13.732055,100.789082,hospital
way/1427083286,สวนดุสิตอรุณ,Dusit Arun Garden,13.728716,100.537288,garden
way/1427305544,โรงเรียนอุดมศึกษา,Udomsuksa School,13.773916,100.612783,school
way/1427305545,โรงเรียนพระยาประเสริฐสุนทราศรัย (กระจ่าง สิงหเสนี),Prayaprasert School,13.764165,100.609208,school
way/1427711804,feast,feast,13.777527,100.543152,mall
